nct_id,brief_title,condition,phase,overall_status,start_date,primary_completion_date,completion_date,enrollment_count,enrollment_type,why_stopped,sponsor_name,location_countries
NCT05253521,The Role of South Asian vs European Origins on Circulating Regenerative Cell Exhaustion,Diabetes; Type 1 Diabetes; Type 2 Diabetes; Ischemic Heart Disease; Ischemic Stroke; Cardiovascular Diseases; Peripheral Vascular Diseases,,COMPLETED,2022-01-08,2023-01-18,2023-01-18,120.0,ACTUAL,,Canadian Medical and Surgical Knowledge Translation Research Group,Canada
NCT00361738,Dose-Ranging Study Evaluating AVE2268 in Patients With Type 2 Diabetes Not Adequately Controlled by a Metformin Treatment,Type 2 Diabetes Mellitus,PHASE2,COMPLETED,2006-07,2008-01,2008-01,317.0,ACTUAL,,Sanofi,Argentina; Australia; Belgium; Chile; Denmark; France; Germany; Italy; Netherlands; Poland; South Africa
NCT01907958,Management of Albuminuria in Hypertensive Diabetics,Microalbuminuria; Hypertension; Type 2 Diabetes,,UNKNOWN,2013-04,2014-06,2014-06,280.0,ESTIMATED,,"Medpharmgene, Inc.",Canada
NCT04607915,Technology-enabled Collaborative Care for Diabetes Management During COVID-19,Type 2 Diabetes,NA,COMPLETED,2021-05-04,2022-06-30,2022-06-30,31.0,ACTUAL,,Centre for Addiction and Mental Health,Canada
NCT02985099,1.2% Rosuvastatin Subgingivally Delivered In Chronic Periodontitis With Type 2 Diabetes Mellitus,Chronic Periodontitis; Type2 Diabetes,PHASE2; PHASE3,COMPLETED,2015-11,2016-07,2016-07,80.0,ACTUAL,,"Government Dental College and Research Institute, Bangalore",India
NCT05468632,A Study in North Macedonia Investigating Retrospective Data of Glucagon-like Peptide-1 (GLP-1) Participants With Type 2 Diabetes (T2D) in Real World Environment (RWE) Setting (MIRAGE),"Diabetes Mellitus, Type 2",,COMPLETED,2022-07-05,2022-07-31,2022-07-31,314.0,ACTUAL,,Novo Nordisk A/S,North Macedonia
NCT06361238,Liraglutide in Preventing Delirium in Diabetic Elderly After Cardiac Surgery,"Delirium, Postoperative",PHASE3,RECRUITING,2024-11-19,2027-03-31,2028-03-31,260.0,ESTIMATED,,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,China
NCT04104243,Power-Up: An Effectiveness Trial of the Diabetes Prevention Program,Type 2 Diabetes; Pre-Diabetes,NA,COMPLETED,2021-08-09,2025-02-07,2025-02-07,301.0,ACTUAL,,Albert Einstein College of Medicine,United States
NCT05647226,Digital Diabetes Remission Trial,"Diabetes Mellitus, Type 2",NA,COMPLETED,2022-01-09,2024-07-30,2024-07-30,100.0,ACTUAL,,Habitual Health Ltd,United Kingdom
NCT01316835,Effectiveness of Sitagliptin in Glycemic Control in Real World,Type 2 Diabetes Mellitus,,UNKNOWN,2010-12,2011-12,2011-12,1120.0,ESTIMATED,,Chang Gung Memorial Hospital,Taiwan
NCT07675187,HCC Risk and Monitoring in Patients With Type 2 Diabetes,Type 2 Diabetes (T2DM); Hepatocellular Carcinoma (HCC),NA,NOT_YET_RECRUITING,2026-07-01,2028-12-31,2030-12-31,2400.0,ESTIMATED,,National Taiwan University Hospital,Taiwan
NCT02771093,An Exploratory Study of the Effects of Trelagliptin and Alogliptin on Glucose Variability in Patients With Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,PHASE4,COMPLETED,2016-09-08,2017-04-27,2017-04-27,27.0,ACTUAL,,Takeda,Japan
NCT02674893,Effect of Victoza on Dietary Preferences and Habit in Patients With Type 2 Diabetes,Type 2 Diabetes; Overweight,PHASE4,TERMINATED,2014-02-04,2016-08-31,2016-08-31,48.0,ACTUAL,"Exploratory protocol, convincing results, robust analysis",Centre Hospitalier Universitaire Dijon,France
NCT05609747,Effect of NSRCT on HbA1c and Inflammatory Markers in Healthy and Type 2 Diabetes Patients With Apical Periodontitis,PERIAPICAL LESIONS,NA,UNKNOWN,2021-12-27,2022-12-27,2022-12-30,62.0,ACTUAL,,Postgraduate Institute of Dental Sciences Rohtak,India
NCT01823458,Behavioral Economics Incentives for Health Management,Type 2 Diabetes; Obesity,NA,COMPLETED,2012-04,2014-08,2014-08,152.0,ACTUAL,,University of Southern California,United States
NCT03212755,Serum Immunoglobulin (G) as a Marker of Diabetic Nephropathy,Diabetic Nephropathies,NA,UNKNOWN,2017-08,2019-06,2019-12,75.0,ESTIMATED,,Assiut University,
NCT02648685,The Study to Investigate the Contribution of Basal and Postprandial Glucose to Overall Hyperglycemia in T2DM,"Diabetes, Type 2",,COMPLETED,2015-11-30,2019-12-28,2019-12-31,337.0,ACTUAL,,West China Hospital,China
NCT04838743,GOAL: A Research Study Looking at Long Term Blood Sugar Control in People With Type 2 Diabetes Treated With Xultophy® in Local Clinical Practice in Japan.,"Diabetes Mellitus, Type 2",,COMPLETED,2021-04-23,2022-10-26,2022-10-26,244.0,ACTUAL,,Novo Nordisk A/S,Japan
NCT05280925,Episodic Future Thinking to Improve Management of Type 2 Diabetes: Remote Delivery and Outcomes Assessment,Type 2 Diabetes; Overweight and Obesity,NA,COMPLETED,2022-07-20,2025-01-15,2025-04-15,137.0,ACTUAL,,Virginia Polytechnic Institute and State University,United States
NCT03428308,Detection and Treatment of Somatic Disease in Patients With Severe Mental Disease,"Ischemia; Cardiac Insufficiency; Diabetes Mellitus, Type 2; Hypertension; Hypercholesterolemia; Severe Mental Disorder",NA,UNKNOWN,2018-04,2019-04,2019-12,90.0,ESTIMATED,,Intersectoral Research Unit for Health Services,
NCT03224234,A Randomized Study to Evaluate the Efficacy of Insulclock® in Patients With Uncontrolled Type 2 Diabetes,Diabetes,NA,COMPLETED,2017-11-29,2019-09-18,2019-09-18,121.0,ACTUAL,,Emory University,United States
NCT07198932,Cofrogliptin and Linagliptin as add-on Therapy to Insulin in Type 2 Diabetes,Type 2 Diabetes,,NOT_YET_RECRUITING,2025-10-01,2027-07-31,2027-12-31,594.0,ESTIMATED,,Yanbing Li,China
NCT02682563,Renoprotective Effects of Dapagliflozin in Type 2 Diabetes,"Diabetes Mellitus, Type 2; Diabetic Nephropathies",PHASE4,COMPLETED,2016-02,2018-09,2018-09,44.0,ACTUAL,,M.H.H. Kramer,Netherlands
NCT00202033,Impact of Self-Monitoring Blood Glucose Frequency on Glycemic Control in Patients With Type 2 Diabetes,Type 2 Diabetes,PHASE4,COMPLETED,2004-09,2009-05,2009-05,150.0,ACTUAL,,HealthPartners Institute,United States
NCT02846233,Stepping-down Approach in Patients With Chronic Poorly-controlled Diabetes on Advanced Insulin Therapy?,Type 2 Diabetes Mellitus,NA,COMPLETED,2016-08,2018-12,2018-12,22.0,ACTUAL,,"University of California, San Francisco",United States
NCT01444248,Compare the Compliance of Patients Treated With Once-daily (od) or Twice-daily (Bid) Glimepiride and Metformin Fixed Combination Therapy,Type 2 Diabetes Mellitus,PHASE4,COMPLETED,2010-08,2011-12,2012-05,168.0,ACTUAL,,Handok Inc.,South Korea
NCT00736515,Study of Combination Therapy of Gliclazide MR and Basal Insulin Versus Insulin Monotherapy to Treat Type 2 Diabetes,Type 2 Diabetes,PHASE4,COMPLETED,2008-10,2011-08,2011-08,160.0,ACTUAL,,Servier (Tianjin) Pharmaceutical Co. LTD.,China
NCT00298844,Prevalence of Macrovascular Disease in Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,,UNKNOWN,2006-01,,2010-01,350.0,,,Odense University Hospital,Denmark
NCT01059799,Comparison of NN1250 Versus Insulin Glargine in Subjects With Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2010-02-01,2010-12-16,2010-12-16,435.0,ACTUAL,,Novo Nordisk A/S,Hong Kong; Japan; Malaysia; South Korea; Taiwan; Thailand
NCT01105858,Molecular and Clinical Profile of Diabetes Mellitus and Its Complications,"Diabetes Mellitus, Type 2; Diabetic Nephropathy; Obesity",,SUSPENDED,2010-11-16,,,2310.0,ACTUAL,Recruitment temporarily paused.,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),United States
NCT01143948,Various Insulin Regimens for Diabetic Inpatients With Cirrhosis Trial,Type 2 Diabetes; Liver Cirrhosis,PHASE4,UNKNOWN,2011-01,2011-04,2011-05,45.0,ESTIMATED,,Cairo University,Egypt
NCT02320526,Interval-training in Type 2 Diabetics,"Diabetes Mellitus, Type 2",NA,COMPLETED,2014-11,2016-02,2016-04,14.0,ACTUAL,,"Rigshospitalet, Denmark",Denmark
NCT02488785,Impact of a Virtual Diabetes Self-Care and Education Program on Diabetes-related Outcomes in Latinos With T2 Diabetes,Type 2 Diabetes Mellitus,NA,COMPLETED,2015-06,2017-03-31,2017-11-30,96.0,ACTUAL,,Joslin Diabetes Center,United States
NCT03249610,Randomized Control Trial for Overweight Employees in Worksites,"Diabetes Mellitus, Type 2; Metabolic Syndrome; Lifestyle Risk Reduction",NA,COMPLETED,2014-03-11,2017-03-12,2017-06-15,300.0,ACTUAL,,"Diabetes Foundation, India",
NCT00194259,Sleep Apnea in Look AHEAD (Action for Health in Diabetes),Obstructive Sleep Apnea; Type 2 Diabetes,,UNKNOWN,2001-08,2014-06,2014-06,320.0,ESTIMATED,,Temple University,United States
NCT05380596,TelePharmaceutical Care Diabetes Trial,Diabete Mellitus; Diabete Type 2; Telemedicine; Telehealth,NA,UNKNOWN,2022-06-01,2023-01,2023-01,124.0,ESTIMATED,,Rio Grande do Sul State Health Department - SES/RS,Brazil
NCT03553862,Collaborative Care Model on Type 2 Diabetic Patients,Type2 Diabetes,NA,COMPLETED,2018-05-11,2020-03-14,2020-05-02,255.0,ACTUAL,,National University of Singapore,Singapore
NCT02587286,Gather mHealth India RCT for Behavior and Health Outcomes,"Diabetes Mellitus, Type 2",NA,COMPLETED,2015-03,2015-12,2015-12,91.0,ACTUAL,,Gather Health India,
NCT06518486,Foot-Ankle Exercise and Walking Exercise on Diabetes Mellitus Patients,"Diabetic Foot; Diabetes Mellitus, Type 2; Diabetic Neuropathies; Diabetes Type 2; Diabetes; Diabetes Mellitus; Diabetes Complications",NA,COMPLETED,2024-10-04,2025-01-15,2025-01-15,375.0,ACTUAL,,Taipei Medical University,Indonesia
NCT02530840,Improving Adherence and Commitment to Treatment in Diabetic Patients,Type 2 Diabetes,NA,UNKNOWN,2014-07,2018-02,2018-03,500.0,ESTIMATED,,Clalit Health Services,Israel
NCT01228240,The Efficacy of Metformin Produced by Pars Mino Co in Comparison With Canadian Apotex Co.,"Diabetes Mellitus, Type 2 AND Metformin",PHASE4,COMPLETED,2008-12,2009-07,2009-09,18.0,ACTUAL,,Zanjan University of Medical Sciences,
NCT02033889,A Study To Evaluate The Efficacy And Safety Of Ertugliflozin In Participants With Type 2 Diabetes Mellitus And Inadequate Glycemic Control On Metformin Monotherapy (MK-8835-007).,Type 2 Diabetes Mellitus,PHASE3,COMPLETED,2013-12-13,2017-08-03,2017-08-03,621.0,ACTUAL,,Merck Sharp & Dohme LLC,
NCT03363360,Comprehensive Awareness and Control in Diabetes Patients in China Jiangxi: A Cross-Sectional Survey,"To Assess the Level of Control of Blood Glucose, Blood Pressure, and Blood Lipids Among Patients With Type 2 Diabetes in Jiangxi Province",,UNKNOWN,2016-12-01,2018-12-31,2018-12-31,2000.0,ESTIMATED,,Second Affiliated Hospital of Nanchang University,China
NCT04166760,Metabolic Effects of Whey Compounds in Patients With Diabetes Mellitus Type 2.,"Diabetes Mellitus, Type 2",NA,COMPLETED,2020-01-06,2020-06-17,2020-06-24,16.0,ACTUAL,,University of Aarhus,Denmark
NCT03541096,Winter-Swimming and Brown Adipose Tissue Activity in Middel-aged Obese Subjects (WinterBAT).,"Adipose Tissue, Brown; Brown Adipose Tissue; Uncoupling Protein 1; Cold Exposure; Obesity; Type 2 Diabetes Mellitus; Winter Swimming",NA,ACTIVE_NOT_RECRUITING,2018-11-07,2021-06-01,2025-12-31,30.0,ACTUAL,,Kristian Karstoft,Denmark
NCT01600924,Study on the Assessment of Determinants of Muscle and Bone Strength Abnormalities in Diabetes,Type 1 Diabetes; Type 2 Diabetes,,ACTIVE_NOT_RECRUITING,2016-09,2025-09,2026-09,1018.0,ACTUAL,,"Metabolic Fitness Association, Italy",Italy
NCT05838586,Sex Differences in the effecTs of brEaking uP Sedentary Behavior on vascUlar Function in Type 2 Diabetes,Type 2 Diabetes; Cardiovascular Diseases,NA,COMPLETED,2023-07-31,2025-08-18,2025-08-18,34.0,ACTUAL,,University of Minnesota,United States
NCT05948969,Transform CV Risk in Diabetes,Type 2 Diabetes,NA,UNKNOWN,2023-09-01,2024-07-01,2024-12-31,750.0,ESTIMATED,,American College of Cardiology,United States
NCT05714683,Regulatory Post Marketing Surveillance (rPMS) Study of Rybelsus (Oral Semaglutide) to Evaluate Safety and Effectiveness in Patients With Type 2 Diabetes Mellitus in Routine Clinical Practice in Korea,"Diabetes Mellitus, Type 2",,NOT_YET_RECRUITING,2025-12-31,2026-10-30,2026-10-30,600.0,ESTIMATED,,Novo Nordisk A/S,
NCT04012983,Possible Role of Gingival Crevicular Fluid Levels of Chemerin and Fibroblast Growth Factor 21 as Biomarkers of Periodontal Disease in Diabetic and Non-diabetic Patients,"Periodontal Disease (Diagnosis); Diabetes Mellitus, Type 2",,COMPLETED,2018-03-01,2018-08-01,2018-09-01,45.0,ACTUAL,,Cairo University,Egypt
NCT00941954,Walking Away: Structured Education Versus Written Information for Individuals With High Risk of Developing Type 2 Diabetes,Diabetes,NA,COMPLETED,2009-09,2014-01,2014-01,833.0,ACTUAL,,"University Hospitals, Leicester",United Kingdom
NCT01659294,Diabetes Outcomes and Nurse Case Manager Study,Type 2 Diabetes,NA,COMPLETED,2012-08,2015-02,2015-02,140.0,ACTUAL,,BCDiabetes.Ca,Canada
NCT01942694,Vitamin D and Type 2 Diabetes Study,Prediabetes; Type 2 Diabetes,NA,COMPLETED,2013-10,2018-11,2018-11,2423.0,ACTUAL,,Tufts Medical Center,United States
NCT04763525,"Efficacy of Pythagorean Self-Awareness for Aging Biomarkers Improvement, in T2D Patients and Healthy Individuals.",Type 2 Diabetes Mellitus; Telomere Shortening,NA,COMPLETED,2018-10-04,2019-11-26,2019-11-26,48.0,ACTUAL,,National and Kapodistrian University of Athens,Greece
NCT01545791,Observational Study to Evaluate the Safety of Levemir® in Patients With Diabetes,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",,COMPLETED,2006-05,2008-02,2008-02,1037.0,ACTUAL,,Novo Nordisk A/S,Ireland; United Kingdom
NCT05628090,A Study of an Existing Database to Assess the Treatment Persistence to Basal Insulin in Type 2 Diabetes Mellitus Patients in a Structured Patient Education Program in India,Type 2 Diabetes Mellitus (T2DM),,COMPLETED,2022-11-30,2023-12-29,2023-12-29,47885.0,ACTUAL,,Sanofi,France
NCT04733690,METABOLIC CHARACTERISTICS OF A NOVEL COMMON BEAN PRODUCT,Type 2 Diabetes,,UNKNOWN,2021-02-04,2021-03-31,2021-03-31,30.0,ESTIMATED,,Jomo Kenyatta University of Agriculture and Technology,
NCT00336310,"A Double-Blind, Randomized, Parallel, Comparative Study to Evaluate the Efficacy and Safety of an Antidiabetic Agent Repaglinide for the Treatment of Type 2 Diabetes Mellitus Patients","Diabetes Mellitus, Type 2",PHASE4,UNKNOWN,2006-07,,,50.0,,,National Cheng-Kung University Hospital,Taiwan
NCT07271160,The Effect of Aromatherapy Foot Massage on Neuropathic Pain in Patients With Type2 Diabetes,Type 2 Diabetes Mellitus (T2DM); Neuropathic Pain,NA,NOT_YET_RECRUITING,2025-12-01,2025-12-31,2026-05-15,78.0,ESTIMATED,,TC Erciyes University,Turkey (Türkiye)
NCT07280780,CGM-Based Glycemic Analysis After ESI,Type 2 Diabetes (T2DM); Hyperglycemia; Radicular Pain; Spinal Stenosis; Intervertebral Disc Herniation,,NOT_YET_RECRUITING,2026-08-05,2026-12-20,2026-12-31,36.0,ESTIMATED,,Korea University Anam Hospital,South Korea
NCT02655627,Internet Based Exercise Training in Type 2 Diabetes,Type 2 Diabetes,NA,COMPLETED,2015-04,2016-06,2016-09-01,61.0,ACTUAL,,Biruni University,Turkey (Türkiye)
NCT03684642,Efficacy and Safety of Efpeglenatide Versus Dulaglutide in Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin,Type 2 Diabetes Mellitus,PHASE3,TERMINATED,2018-09-26,2020-10-13,2020-11-17,908.0,ACTUAL,"Sponsor decision to cancel TRIAL, not related to safety concern.",Sanofi,Hungary; Poland; Ukraine; United States
NCT00479973,The Anti-Diabetic and Cholesterol-Lowering Effects of Cinnamon and Cassia Bark,Type 2 Diabetes; Hypercholesterolemia,PHASE2,UNKNOWN,2007-09,,2008-05,70.0,ESTIMATED,,"University Health Network, Toronto",Canada
NCT01202266,A Multiple Dose Study Of PF-05161704 In Healthy Volunteers,"Diabetes Mellitus, Type 2",PHASE1,TERMINATED,2010-08,2010-12,2010-12,32.0,ACTUAL,"The study was terminated on October 29, 2010 due to gastrointestinal adverse events.",Pfizer,United States
NCT02928666,Integration of Guidelines for Comorbidities,"Type 2 Diabetes Mellitus; Lung Diseases, Obstructive; Osteoporosis; Hypertension; Osteoarthritis",NA,UNKNOWN,2018-10,2019-07,2019-09,30.0,ESTIMATED,,Rambam Health Care Campus,
NCT00540462,Prospective Randomized Trials of Gastric Bypass Surgery in Patients With Type II Diabetes Mellitus,Type II Diabetes Mellitus,PHASE4,UNKNOWN,2007-08,2008-08,2008-12,120.0,ESTIMATED,,Min-Sheng General Hospital,Taiwan
NCT00395746,Effect of Liraglutide in Combination With Sulfonylurea (SU) on Blood Glucose Control in Subjects With Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2006-10,2007-10,2008-05,264.0,ACTUAL,,Novo Nordisk A/S,Japan
NCT03921203,ApoB48 Metabolism in Plasma and Interstitial Fluid,"Diabetes Mellitus, Type 2",,COMPLETED,2019-04-17,2021-12-01,2022-12-31,22.0,ACTUAL,,Karolinska University Hospital,Sweden
NCT04957173,Intensive Lifestyle Intervention in Patients With Insulin-treated Type 2 Diabetes: a Pilot Project,Type 2 Diabetes Treated With Insulin,NA,WITHDRAWN,2021-10-14,2023-07-30,2023-07-30,0.0,ACTUAL,"Recruitment was difficult, and the investigator decided to close the study.",Centre hospitalier de l'Université de Montréal (CHUM),
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease","Diabetes Mellitus, Type 2; Hypertension; Cardiovascular Diseases",PHASE3,RECRUITING,2025-07-22,2029-12-14,2029-12-21,11800.0,ESTIMATED,,Boehringer Ingelheim,Argentina; Australia; Austria; Belgium; Brazil; Bulgaria; Canada; Chile; China; Colombia; Croatia; Czechia; Denmark; Finland; France; Germany; Greece; Hong Kong; Hungary; India; Ireland; Israel; Italy; Japan; Latvia; Lithuania; Malaysia; Mexico; Netherlands; New Zealand; Norway; Philippines; Poland; Portugal; Puerto Rico; Romania; Saudi Arabia; Serbia; Singapore; Slovakia; South Africa; South Korea; Spain; Sweden; Switzerland; Taiwan; Thailand; Turkey (Türkiye); United Kingdom; United States; Vietnam
NCT00641056,Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (DURATION - 3),Type 2 Diabetes Mellitus,PHASE3,COMPLETED,2008-04,2009-05,2009-11,467.0,ACTUAL,,AstraZeneca,Australia; Belgium; Czechia; Denmark; France; Germany; Greece; Hungary; Mexico; Netherlands; Puerto Rico; Russia; South Korea; Spain; Taiwan; United States
NCT02479022,"A Trial Investigating the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Insulin 320 in Healthy Subjects","Diabetes; Diabetes Mellitus, Type 2; Healthy",PHASE1,COMPLETED,2015-06,2015-12,2015-12,84.0,ACTUAL,,Novo Nordisk A/S,Germany
NCT03714451,Investigating the Effect of Onyx Sorghum on Blood Glucose in Individuals With Type 2 Diabetes,Diabetes Type 2,NA,COMPLETED,2018-11-01,2022-12-20,2022-12-30,24.0,ACTUAL,,Yale University,United States
NCT02472951,Cut Down on Carbohydrate Usage in the Diet of Type 2 Diabetes - Mechanisms of Effective Therapy of Diabetes by Selective Choice of Macronutrients - The Phenotype Study,Type 2 Diabetes,NA,COMPLETED,2015-08,2017-12,2017-12,30.0,ACTUAL,,Bispebjerg Hospital,Denmark
NCT05170880,Effect of Primary Non-surgical Endodontic Therapy on Glycaemic Control in Type 2 Diabetic Patients With Asymptomatic Apical Periodontitis,Diabete Type 2; Apical Periodontitis,NA,COMPLETED,2019-02-11,2019-08-30,2019-08-30,30.0,ACTUAL,,Postgraduate Institute of Dental Sciences Rohtak,India
NCT03993379,PROCLAIM: CX-072-002: Study of PD-L1 Probody Therapeutic CX-072 in Combination With Other Anticancer Therapy in Adults With Solid Tumors,Solid Tumor; Unresectable or Metastatic Melanoma,PHASE2,TERMINATED,2019-11-20,2020-05-21,2020-05-21,3.0,ACTUAL,Sponsor's Decision,CytomX Therapeutics,Australia; Netherlands; South Korea; Spain; United States
NCT01984762,Sleeve Gastrectomy and Roux-en-Y Gastric Bypass in the Treatment of Type 2 Diabetes Mellitus.,Obesity; Type 2 Diabetes; Bariatric Surgery,NA,RECRUITING,2012-09,2025-10-01,2025-10-10,134.0,ESTIMATED,,Göteborg University,Sweden
NCT05143827,Glycemic Index of Pasta From Traditional and Current Wheat Varieties,Diabetes Type 2,NA,UNKNOWN,2021-11-20,2022-08-31,2022-09-30,30.0,ESTIMATED,,Azienda Ospedaliero-Universitaria Careggi,Italy
NCT04865770,"A Research Study to Find Out How Semaglutide Works in the Kidneys Compared to Placebo, in People With Type 2 Diabetes and Chronic Kidney Disease (the REMODEL Trial)","Diabetes Mellitus, Type 2; Chronic Kidney Disease",PHASE3,COMPLETED,2021-04-28,2024-11-21,2024-11-21,106.0,ACTUAL,,Novo Nordisk A/S,Canada; Denmark; France; Italy; Poland; South Africa; Spain; United States
NCT00670683,Observational Study of Patients With Diabetes Using Levemir® FlexPen®,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",,COMPLETED,2007-07,2009-09,2009-09,797.0,ACTUAL,,Novo Nordisk A/S,South Korea
NCT07606066,A Study to Identify and Characterize Patients With Type 2 Diabetes Mellitus for Possible Participation in Ongoing or Future Type 2 Diabetes Mellitus Clinical Studies,Type 2 Diabetes,,RECRUITING,2026-05-06,2027-03-31,2027-03-31,2150.0,ESTIMATED,,AstraZeneca,Brazil; Hungary; India; Malaysia; Poland; Turkey (Türkiye); United States
NCT05348122,A Study of TG103 Injection in Type 2 Diabetes Subjects,Type 2 Diabetes Mellitus,PHASE2,UNKNOWN,2022-06-15,2023-11-01,2023-11-01,240.0,ESTIMATED,,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",China
NCT02456922,A Performance Evaluation of the Harmony 1 Sensors in Adults and Pediatrics,Type 1 Diabetes; Type 2 Diabetes,NA,WITHDRAWN,2018-07,2018-12,2018-12,0.0,ACTUAL,For administraive reasons,"Medtronic MiniMed, Inc.",
NCT00805922,"A Survey to Evaluate Diabetes Management, Control, Chronic Complications, Psychosocial Aspects of Diabetic Subjects in Thailand","Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",,COMPLETED,2008-12,2009-09,2009-09,2342.0,ACTUAL,,Novo Nordisk A/S,Thailand
NCT01650129,Safety and Efficacy of Biphasic Insulin Aspart 50 in Subjects With Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2000-12-13,2001-10-18,2001-10-18,83.0,ACTUAL,,Novo Nordisk A/S,Japan
NCT01346046,Evaluation of SCOUT DS in Subjects With Type 2 Diabetes #2,"Diabetes Mellitus, Non-Insulin Dependent",,COMPLETED,2011-05,2011-08,2011-08,264.0,ESTIMATED,,"VeraLight, Inc.",United States
NCT00842556,Pharmacokinetic Drug Interaction Study of Dapagliflozin and Glimepiride or Sitagliptin in Healthy Subjects,Type 2 Diabetes Mellitus,PHASE1,COMPLETED,2009-03,2009-05,2009-05,18.0,ACTUAL,,AstraZeneca,United States
NCT01497522,Efficacy and Safety of Vildagliptin as add-on Therapy to Metformin in Patients With Type 2 Diabetes,"Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2011-12,2013-02,2013-02,183.0,ACTUAL,,Novartis Pharmaceuticals,Japan
NCT04698122,Establishment of the Human Intestinal and Salivary Microbiota Biobank- Diabetes,Type 1 Diabetes; Type 2 Diabetes,,COMPLETED,2021-05-27,2022-02-02,2022-02-02,75.0,ACTUAL,,Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,Italy
NCT06260722,Effect of Retatrutide Compared With Semaglutide in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Metformin With or Without SGLT2 Inhibitor (TRANSCEND-T2D-2),"Diabetes Mellitus, Type 2",PHASE3,ACTIVE_NOT_RECRUITING,2024-02-21,2026-08,2027-01,1250.0,ESTIMATED,,Eli Lilly and Company,Argentina; Canada; Mexico; Puerto Rico; United States
NCT01169779,Efficacy and Safety of Lixisenatide in Patients With Type 2 Diabetes Mellitus Insufficiently Controlled by Metformin,Type 2 Diabetes Mellitus,PHASE3,COMPLETED,2010-07,2011-12,2011-12,391.0,ACTUAL,,Sanofi,China; Hong Kong; Malaysia; Thailand
NCT03475069,Which Exercises Should Diabetic Patients do?,Type2 Diabetes; Physical Activity,NA,COMPLETED,2013-10-20,2013-12-15,2014-02-16,42.0,ACTUAL,,Biruni University,Turkey (Türkiye)
NCT00482183,Comparison Between Pioglitazone and SES With type2 DM,Coronary Artery Disease; Type 2 Diabetes Mellitus,PHASE2; PHASE3,COMPLETED,2003-07,,2007-06,38.0,ACTUAL,,Showa University,
NCT00609154,Effect of GLP-1 on Insulin Biosynthesis and Turnover Rates,Type 2 Diabetes,PHASE1; PHASE2,TERMINATED,2010-08-12,2014-05-13,2014-05-13,20.0,ACTUAL,Per source documents the study was terminated well in advance of targeted enrollment. A method for the analysis of insulin and proinsulin samples was never fully developed and validated. Study terminated upon expiration of IRB approval,Albert Einstein College of Medicine,United States
NCT06330194,Next Generation Advanced Insulin Delivery System in Adults With Diabetes and Advanced Renal Disease,"Dialysis; Chronic Kidney Disease; Diabetes Mellitus, Type 2; Diabetes Mellitus, Type 1; Hemodialysis; Peritoneal Dialysis",NA,COMPLETED,2024-04-18,2025-07-28,2025-07-28,15.0,ACTUAL,,Steno Diabetes Center Copenhagen,Denmark
NCT07546929,HP-211 Safety and Proof of Concept Dose Ranging Study in Patients With Type 2 Diabetes,Type 2 Diabetes,PHASE2,RECRUITING,2023-02-03,2026-10,2026-10,300.0,ESTIMATED,,Housey Healthcare ULC,United States
NCT01112696,An Inpatient Performance Evaluation of a New Subcutaneous Glucose Sensor,Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,NA,COMPLETED,2010-04,2010-11,2010-11,100.0,ACTUAL,,"Medtronic MiniMed, Inc.",United States
NCT05404061,The Poor Responders Study,"Bariatric Surgery Candidate; Obesity, Morbid; Diabetes Mellitus, Type 2",NA,RECRUITING,2018-08-01,2027-09-01,2027-09-01,220.0,ESTIMATED,,Imperial College London,United Kingdom
NCT01703286,Trial to Assess the Influence of 4 Weeks' Treatment With Linagliptin as Compared to Glimepiride and Placebo on Endothelial Function in Patients With Type 2 Diabetes Using FMD (Flow-Mediated Vasodilation),"Diabetes Mellitus, Type 2",PHASE1,COMPLETED,2012-10,2014-01,2014-01,42.0,ACTUAL,,Boehringer Ingelheim,Germany
